subbasn,data_cov,mask_v1,grid_cells,gen_flux,out_flux,ratio,retention,mask_v2,mask_final,ret_valid,name,river,categry,mouth,ddm30_d,stn30_d,contnnt,sea,seabasn,lon,lat,strahlr,area,ar_sqkm,land_ar,arlndfr,grd_cll,sbbsn_c,t_sbbsn_d,t_sbbsn_c,A_juC1,A_jmT1,A_jmT3,A_jmC1,A_jmC2,A_jdC1,wrld_rg,wrld_r_,mask,to_sea,mask_pnv,ret_final,method,ratio_final
7816.0,1.0,0,4,90.582301906,90.582301906,1.0,0.0,1,1,,Basin233804,Basin233804,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,81.75,72.25,1.0,944.0,949.6437894,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7817.0,1.0,0,6,1258.45262352,213.83426013,0.169918403071772,0.830081596928228,0,0,0.830081596928228,Basin233805,Basin233805,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,82.25,72.25,1.0,2833.0,2848.931368,2459.105465,0.863167675,3.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.830081596928228,Calculated,0.16991840307177197
7818.0,1.0,0,2,100.64868384,100.64868384,1.0,0.0,1,1,,Basin233899,Basin233899,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,129.25,72.25,1.0,944.0,949.6437894,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7819.0,0.999999999999915,0,2,20.765662658,20.765662658,1.0,0.0,1,1,,Basin233919,Basin233919,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,139.25,72.25,1.0,944.0,949.6437894,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7820.0,1.0,0,4,101.6945686,101.6945686,1.0,0.0,1,1,,Basin233920,Basin233920,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,139.75,72.25,1.0,944.0,949.6437894,246.757576,0.259842247,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7821.0,1.0,0,4,56.481304867999995,56.481304867999995,1.0,0.0,1,1,,Basin233921,Basin233921,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,140.25,72.25,1.0,944.0,949.6437894,518.6092415,0.546109233,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7822.0,1.0,0,16,1507.859237333,383.27552471,0.254185215184882,0.745814784815118,0,0,0.745814784815118,Basin233930,Basin233930,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,144.75,72.25,1.0,6611.0,6647.506526,5806.574313,0.873496595,7.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.745814784815118,Calculated,0.254185215184882
7823.0,1.0,0,4,598.45229663,598.45229663,1.0,0.0,1,1,,Basin233931,Basin233931,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,145.25,72.25,1.0,944.0,949.6437894,219.1629237,0.230784349,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7824.0,1.0,0,2,742.366266104,742.366266104,1.0,0.0,1,1,,Basin233932,Basin233932,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,145.75,72.25,1.0,944.0,949.6437894,260.9930461,0.274832573,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7825.0,1.0,0,2,939.234031823,939.234031823,1.0,0.0,1,1,,Basin233933,Basin233933,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,146.25,72.25,1.0,944.0,949.6437894,363.0343105,0.38228472,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7826.0,1.0,0,2,1381.863324979,1381.863324979,1.0,0.0,1,1,,Basin233934,Basin233934,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,146.75,72.25,1.0,944.0,949.6437894,161.5535482,0.170120155,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7827.0,1.0,0,2,145.69727663,145.69727663,1.0,0.0,1,1,,Basin233935,Basin233935,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,147.25,72.25,1.0,944.0,949.6437894,160.2508046,0.168748331,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7828.0,1.0,0,2,212.71544487,212.71544487,1.0,0.0,1,1,,Basin233936,Basin233936,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,147.75,72.25,1.0,944.0,949.6437894,293.1938665,0.308740888,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7829.0,1.0,0,4,181.478555,181.478555,1.0,0.0,1,1,,Basin233937,Basin233937,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,148.25,72.25,1.0,944.0,949.6437894,319.7824939,0.336739415,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7830.0,1.0,0,4,28.115722123,28.115722123,1.0,0.0,1,1,,Basin233938,Basin233938,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,148.75,72.25,1.0,944.0,949.6437894,154.6461565,0.162846489,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7831.0,1.0,0,4,111.200182056,111.200182056,1.0,0.0,1,1,,Basin233939,Basin233939,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,149.25,72.25,1.0,944.0,949.6437894,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7832.0,1.0,0,2,13.53405479,13.53405479,1.0,0.0,1,1,,Basin233940,Basin233940,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,149.75,72.25,1.0,944.0,949.6437894,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7833.0,1.0,0,21,309.390011339,99.271588604,0.320862293434637,0.679137706565363,0,0,0.679137706565363,Basin234112,Basin234112,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-124.25,72.75,1.0,4593.0,4618.905095,4618.150956,0.999836728,5.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.679137706565363,Calculated,0.320862293434637
7834.0,1.0,0,6,109.279764197,109.279764197,1.0,0.0,1,1,,Basin234122,Basin234122,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-119.25,72.75,1.0,918.0,923.781019,783.8467501,0.848520086,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7835.0,1.0,0,6,33.741121798,33.741121798,1.0,0.0,1,1,,Basin234123,Basin234123,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-118.75,72.75,1.0,918.0,923.781019,482.5571604,0.522371807,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7836.0,1.0,0,6,126.920998462,126.920998462,1.0,0.0,1,1,,Basin234124,Basin234124,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-118.25,72.75,1.0,918.0,923.781019,454.353254,0.491840863,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7837.0,1.0,0,3,1.984134478,1.984134478,1.0,0.0,1,1,,Basin234125,Basin234125,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-117.75,72.75,1.0,918.0,923.781019,485.4134529,0.525463766,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7838.0,1.0,0,3,67.721268944,67.721268944,1.0,0.0,1,1,,Basin234126,Basin234126,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-117.25,72.75,1.0,918.0,923.781019,732.143322,0.792550731,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7839.0,1.0,0,24,3004.7179505540003,237.65103796,0.079092627617904,0.920907372382096,0,0,0.920907372382096,Basin234132,Basin234132,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-114.25,72.75,2.0,9444.0,9496.283029,9110.450547,0.959370158,10.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.920907372382096,Calculated,0.07909262761790403
7840.0,0.999999999999972,0,6,353.983895634,116.871002809,0.330159095513877,0.669840904486123,0,0,0.669840904486123,Basin234133,Basin234133,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-113.75,72.75,2.0,2807.0,2823.068598,1888.962814,0.669116866,3.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.669840904486123,Calculated,0.330159095513877
7841.0,0.999999999999915,0,3,79.839917433,79.839917433,1.0,0.0,1,1,,Basin234135,Basin234135,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-112.75,72.75,1.0,918.0,923.781019,888.1070287,0.961382633,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7842.0,0.999999999999915,0,6,109.976005538,109.976005538,1.0,0.0,1,1,,Basin234136,Basin234136,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-112.25,72.75,1.0,918.0,923.781019,753.1690991,0.815311295,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7843.0,0.999999999999915,0,9,258.901658842,258.901658842,1.0,0.0,1,1,,Basin234137,Basin234137,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-111.75,72.75,1.0,918.0,923.781019,607.6538214,0.657789897,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.7457,Size Mean (Size 9),0.25429999999999997
7844.0,0.999999999999829,0,6,21.83375764,21.83375764,1.0,0.0,1,1,,Basin234138,Basin234138,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-111.25,72.75,1.0,918.0,923.781019,0.0,0.0,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7845.0,0.500000000000036,1,9,0.0,0.0,,,1,1,,Basin234139,Basin234139,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-110.75,72.75,1.0,1863.0,1873.424808,912.6269001,0.487143597,2.0,,,,,,,,,,North_America,North America,1.0,1.0,0,0.7457,Size Mean (Size 9),0.25429999999999997
7846.0,0.999999999999972,0,9,291.583389375,76.67592358,0.26296396287989,0.73703603712011,0,0,0.73703603712011,Basin234140,Basin234140,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-110.25,72.75,1.0,2807.0,2823.068598,2295.318437,0.813057975,3.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.73703603712011,Calculated,0.26296396287989
7847.0,0.999999999999915,0,6,58.538491437999994,58.538491437999994,1.0,0.0,1,1,,Basin234141,Basin234141,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-109.75,72.75,1.0,918.0,923.781019,619.7912043,0.670928707,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7848.0,0.999999999999915,0,3,23.662265417,23.662265417,1.0,0.0,1,1,,Basin234142,Basin234142,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-109.25,72.75,1.0,918.0,923.781019,443.5130686,0.48010628,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7849.0,8.5e-14,1,6,0.0,0.0,,,1,1,,Basin234144,Basin234144,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-108.25,72.75,1.0,918.0,923.781019,0.0,0.0,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7850.0,0.999999999999986,0,12,31.659567181,14.610434114,0.461485592347839,0.538514407652161,0,0,0.538514407652161,Basin234145,Basin234145,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-107.75,72.75,1.0,1837.0,1847.562038,1568.827914,0.849134092,2.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.538514407652161,Calculated,0.46148559234783904
7851.0,1.0,0,11,140.01654396,73.100278391,0.52208315048744,0.47791684951256,0,0,0.47791684951256,Basin234149,Basin234149,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-105.75,72.75,2.0,2781.0,2797.205827,2325.337292,0.831307181,3.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.47791684951256,Calculated,0.5220831504874399
7852.0,0.999999999999829,0,6,3.912585347,3.912585347,1.0,0.0,1,1,,Basin234155,Basin234155,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-102.75,72.75,1.0,918.0,923.781019,0.0,0.0,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7853.0,0.999999999999829,0,6,67.961479841,67.961479841,1.0,0.0,1,1,,Basin234156,Basin234156,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-102.25,72.75,1.0,918.0,923.781019,728.8049544,0.788936923,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7854.0,0.999999999999915,0,6,87.311049277,87.311049277,1.0,0.0,1,1,,Basin234157,Basin234157,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-101.75,72.75,1.0,918.0,923.781019,759.0003049,0.82162362,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7855.0,1.0,0,6,15.544809144000002,15.544809144000002,1.0,0.0,1,1,,Basin234158,Basin234158,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-101.25,72.75,1.0,918.0,923.781019,349.5043072,0.378341079,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7856.0,1.0,0,3,37.146434222,37.146434222,1.0,0.0,1,1,,Basin234159,Basin234159,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-100.75,72.75,1.0,918.0,923.781019,0.0,0.0,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7857.0,1.0,0,6,150.471256478,90.405033081,0.600812641544054,0.399187358455946,0,0,0.399187358455946,Basin234160,Basin234160,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-100.25,72.75,1.0,1837.0,1847.562038,844.5300187,0.457105094,2.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.399187358455946,Calculated,0.600812641544054
7858.0,1.0,0,6,318.17095009,89.1197994,0.280100365463255,0.719899634536745,0,0,0.719899634536745,Basin234166,Basin234166,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-97.25,72.75,1.0,1837.0,1847.562038,1595.752626,0.863707195,2.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.719899634536745,Calculated,0.280100365463255
7859.0,1.0,0,3,75.686516917,75.686516917,1.0,0.0,1,1,,Basin234167,Basin234167,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-96.75,72.75,1.0,918.0,923.781019,592.0362975,0.640883808,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7860.0,8.5e-14,1,3,0.0,0.0,,,1,1,,Basin234169,Basin234169,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-95.75,72.75,1.0,918.0,923.781019,0.0,0.0,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7861.0,0.999999999999943,0,6,59.68970156099999,59.68970156099999,1.0,0.0,1,1,,Basin234170,Basin234170,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-95.25,72.75,1.0,918.0,923.781019,723.2112155,0.782881658,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7862.0,1.0,0,15,715.53888276,183.83202713,0.25691409867332,0.74308590132668,0,0,0.74308590132668,Basin234173,Basin234173,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-93.75,72.75,1.0,2756.0,2771.343057,2113.570307,0.762651993,3.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.74308590132668,Calculated,0.25691409867332005
7863.0,0.999999999999979,0,10,904.26208272,523.657278248,0.579099011508755,0.420900988491245,0,0,0.420900988491245,Basin234174,Basin234174,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-93.25,72.75,2.0,3597.0,3617.309678,3042.819715,0.841183085,4.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.420900988491245,Calculated,0.579099011508755
7864.0,0.999999999999915,0,3,232.92847657,232.92847657,1.0,0.0,1,1,,Basin234175,Basin234175,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-92.75,72.75,1.0,918.0,923.781019,441.3943215,0.47781272,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7865.0,0.999999999999915,0,3,36.927222283,36.927222283,1.0,0.0,1,1,,Basin234176,Basin234176,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-92.25,72.75,1.0,918.0,923.781019,474.2711532,0.513402141,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7866.0,0.999999999999915,0,3,21.370451661,21.370451661,1.0,0.0,1,1,,Basin234177,Basin234177,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-91.75,72.75,1.0,918.0,923.781019,0.0,0.0,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7867.0,0.999999999999915,0,6,12.86212453,12.86212453,1.0,0.0,1,1,,Basin234181,Basin234181,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-89.75,72.75,1.0,918.0,923.781019,0.0,0.0,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7868.0,1.0,0,6,191.111283598,84.056153308,0.439828312203747,0.560171687796253,0,0,0.560171687796253,Basin234182,Basin234182,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-89.25,72.75,1.0,1837.0,1847.562038,1655.488583,0.89603951,2.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.560171687796253,Calculated,0.43982831220374696
7869.0,1.0,0,12,901.612481005,171.92626523799998,0.190687539114764,0.809312460885236,0,0,0.809312460885236,Basin234187,Basin234187,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-86.75,72.75,1.0,3674.0,3695.124076,3436.589392,0.930033558,4.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.809312460885236,Calculated,0.190687539114764
7870.0,0.999999999999943,0,12,349.21141909799996,14.876292295,0.0425996730961,0.9574003269039,0,0,0.9574003269039,Basin234189,Basin234189,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-85.75,72.75,1.0,2756.0,2771.343057,1615.974594,0.583101608,3.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.9574003269039,Calculated,0.04259967309610002
7871.0,1.0,0,24,4022.442997646,471.8408176660001,0.117302051997288,0.882697948002712,0,0,0.882697948002712,Basin234199,Basin234199,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-80.75,72.75,2.0,5486.0,5516.747982,5309.285033,0.962393978,6.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.882697948002712,Calculated,0.11730205199728805
7872.0,1.0,0,3,11.52827904,11.52827904,1.0,0.0,1,1,,Basin234200,Basin234200,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-80.25,72.75,1.0,918.0,923.781019,0.0,0.0,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7873.0,1.0,0,5,704.278757175,172.031353765,0.244265998388268,0.755734001611732,0,0,0.755734001611732,Basin234201,Basin234201,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-79.75,72.75,1.0,1811.0,1821.623905,347.2775605,0.190641745,2.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.755734001611732,Calculated,0.244265998388268
7874.0,1.0,0,3,105.11765675,105.11765675,1.0,0.0,1,1,,Basin234202,Basin234202,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-79.25,72.75,1.0,918.0,923.781019,446.8214803,0.483687661,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7875.0,0.999999999999915,0,3,113.022993403,113.022993403,1.0,0.0,1,1,,Basin234203,Basin234203,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-78.75,72.75,1.0,918.0,923.781019,232.5028493,0.251686108,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
7876.0,1.0,0,9,50.44807784,50.44807784,1.0,0.0,1,1,,Basin234204,Basin234204,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-78.25,72.75,1.0,918.0,923.781019,315.3097939,0.341325257,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.7457,Size Mean (Size 9),0.25429999999999997
7877.0,1.0,0,6,320.53792804,320.53792804,1.0,0.0,1,1,,Basin234205,Basin234205,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-77.75,72.75,1.0,918.0,923.781019,416.9190357,0.451318037,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7878.0,1.0,0,6,262.23437729,262.23437729,1.0,0.0,1,1,,Basin234206,Basin234206,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-77.25,72.75,1.0,918.0,923.781019,183.3242261,0.198449873,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7879.0,1.0,0,6,180.933159,180.933159,1.0,0.0,1,1,,Basin234207,Basin234207,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-76.75,72.75,1.0,918.0,923.781019,0.0,0.0,1.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
7880.0,1.0,0,4,429.509878134,86.84421596,0.20219375707328,0.79780624292672,0,0,0.79780624292672,Basin234208,Basin234208,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-76.25,72.75,1.0,1863.0,1873.424808,0.0,0.0,2.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.79780624292672,Calculated,0.20219375707328002
7881.0,0.0,1,6,0.0,0.0,,,1,1,,Basin234249,Basin234249,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-55.75,72.75,1.0,918.0,923.781019,199.6058096,0.216074812,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,,Masked (No Data),
7882.0,0.0,1,3,0.0,0.0,,,1,1,,Basin234250,Basin234250,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-55.25,72.75,1.0,918.0,923.781019,472.4304655,0.511409583,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,,Masked (No Data),
7883.0,0.0,1,151,0.0,0.0,,,1,1,,Basin234251,Basin234251,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-54.75,72.75,4.0,98239.0,98803.05608,1105.63875,0.011190329,117.0,,,,,,,,,,North_America,North America,1.0,1.0,0,,Masked (No Data),
7884.0,0.0,1,6,0.0,0.0,,,1,1,,Basin234306,Basin234306,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-27.25,72.75,1.0,918.0,923.781019,0.0,0.0,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,,Masked (No Data),
7885.0,0.0,1,6,0.0,0.0,,,1,1,,Basin234307,Basin234307,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-26.75,72.75,1.0,918.0,923.781019,0.0,0.0,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,,Masked (No Data),
7886.0,0.0,1,6,0.0,0.0,,,1,1,,Basin234308,Basin234308,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-26.25,72.75,1.0,918.0,923.781019,0.0,0.0,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,,Masked (No Data),
7887.0,0.0,1,3,0.0,0.0,,,1,1,,Basin234309,Basin234309,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-25.75,72.75,1.0,918.0,923.781019,469.1809883,0.507891999,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,,Masked (No Data),
7888.0,0.0,1,3,0.0,0.0,,,1,1,,Basin234310,Basin234310,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-25.25,72.75,1.0,918.0,923.781019,569.3355484,0.616310074,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,,Masked (No Data),
7889.0,0.0,1,3,0.0,0.0,,,1,1,,Basin234311,Basin234311,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-24.75,72.75,1.0,918.0,923.781019,287.9267982,0.311682955,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,,Masked (No Data),
7890.0,0.0,1,6,0.0,0.0,,,1,1,,Basin234312,Basin234312,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-24.25,72.75,1.0,918.0,923.781019,585.8334812,0.634169212,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,,Masked (No Data),
7891.0,0.0,1,6,0.0,0.0,,,1,1,,Basin234313,Basin234313,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-23.75,72.75,1.0,918.0,923.781019,866.5279139,0.938023077,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,,Masked (No Data),
7892.0,0.0,1,6,0.0,0.0,,,1,1,,Basin234314,Basin234314,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-23.25,72.75,1.0,918.0,923.781019,863.8812748,0.93515807,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,,Masked (No Data),
7893.0,0.0,1,6,0.0,0.0,,,1,1,,Basin234315,Basin234315,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-22.75,72.75,1.0,918.0,923.781019,670.0340496,0.72531697,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,,Masked (No Data),
7894.0,0.0,1,6,0.0,0.0,,,1,1,,Basin234316,Basin234316,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,-22.25,72.75,1.0,918.0,923.781019,511.6519997,0.553867193,1.0,,,,,,,,,,North_America,North America,1.0,1.0,0,,Masked (No Data),
7895.0,1.99e-13,1,6,0.0,0.0,,,1,1,,Basin234465,Basin234465,individual river,0.0,0.0,0.0,not defined,Arctic Ocean,not defined,52.25,72.75,1.0,918.0,923.781019,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,1.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
